Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,CITY_Investors,sq_ft_cost,PURCHASE_AMOUNT,AREA_PURCHASED
22-Sep-12,29-Oct-12,DELHI,Saket,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Garrison Daugherty,saharanpur,16300,72697674,6027
23-Sep-12,30-Oct-12,DELHI,Pithampura,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Tabitha Collier III,gorakhpur,30000,171894600,7743
24-Sep-12,31-Oct-12,HYDERABAD,KUKATPALLY,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Elmo Casper,guntur,3168,19980639,8523
25-Sep-12,01-Nov-12,HYDERABAD,JUBLIEE HILLS,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Stephan Ward,bikaner,11548,44684524,5229
20-Oct-12,26-Nov-12,HYDERABAD,BANJARA HILLS,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Lane Halvorson,amravati,107474,731523930,9198
21-Oct-12,27-Nov-12,HYDERABAD,KONDAPUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Dameon Hettinger,noida,28631,166635283,7865
22-Oct-12,28-Nov-12,HYDERABAD,MIYAPUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Paul Moore,jamshedpur,2994,14662576,6618
23-Oct-12,29-Nov-12,HYDERABAD,KUKATPALLY,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Cortney Thiel,bhilai,2458,14280341,7851
24-Oct-12,30-Nov-12,HYDERABAD,JUBLIEE HILLS,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Neha Larkin,warangal,5364,34049170,8578
25-Oct-12,01-Dec-12,HYDERABAD,BANJARA HILLS,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Zoey Nikolaus,cuttack,62548,383938388,8295
26-Oct-12,02-Dec-12,HYDERABAD,KONDAPUR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Rafael Satterfield,firozabad,3294,17326176,7108
27-Oct-12,03-Dec-12,HYDERABAD,MIYAPUR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Jerel Effertz III,kochi,2537,16624200,8855
28-Oct-12,04-Dec-12,BANGALORE,INDIRANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Bernardo Mann,bhavnagar,10261,38793352,5109
29-Mar-13,05-May-13,BANGALORE,JAYANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Antwan Bruen,dehradun,108788,632352008,7855
09-Jan-11,15-Feb-11,BANGALORE,FRAZER TOWN,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Stewart Sawayn MD,durgapur,5993,26875009,6060
24-Jan-11,02-Mar-11,BANGALORE,HEBBAL,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Kaleb McKenzie,asansol,3568,19944977,7554
30-Aug-11,06-Oct-11,BANGALORE,KORAMANGALA,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Vicky Kovacek,nanded,9254,36075053,5268
19-Sep-11,26-Oct-11,BANGALORE,INDIRANAGAR,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Adell Weber,kolhapur,10539,5717197,6781
25-Sep-11,01-Nov-11,BANGALORE,JAYANAGAR,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Monserrate Bauch Sr.,ajmer,12021,58700106,7077
30-Sep-11,06-Nov-11,BANGALORE,FRAZER TOWN,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Dr. Alyson Bogisich,gulbarga,6548,11334784,8243
04-Oct-11,10-Nov-11,BANGALORE,HEBBAL,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Mr. Jacky Ullrich,jamnagar,4030,21039018,7458
20-Oct-11,26-Nov-11,BANGALORE,KORAMANGALA,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Dr. Mallie Cummings,ujjain,5579,32262241,9480
30-Oct-11,06-Dec-11,MUMBAI,CHEMBUR,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Ansel Wolf,loni,13365,58157798,8703
18-Nov-11,25-Dec-11,MUMBAI,VILE PARLE,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Rico Stark,siliguri,20489,107542663,7290
31-Jan-12,08-Mar-12,MUMBAI,VASAI,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Cory Morar Jr.,jhansi,3972,10358023,7048
15-Feb-12,23-Mar-12,MUMBAI,JUHU,Commercial,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Jordan Ruecker,ulhasnagar,25279,144123163,8030
24-Feb-12,01-Apr-12,MUMBAI,AIROLI,Commercial,ESH Holdings,1849,Miss Kaci Hodkiewicz,7219,0.61,C,Florian Quitzon,nellore,23000,80672500,5750
20-Sep-12,27-Oct-12,MUMBAI,CHEMBUR,Residential,North Midland Construction,1857,Haleigh DuBuque V,6986,0.27,B,Gwendolyn Terry,jammu,15320,41231635,9968
22-Sep-12,29-Oct-12,MUMBAI,VILE PARLE,Residential,Ogilvie Group,1862,Gisselle Yost Jr.,9196,0.82,D,Wilhelmine Tremblay,sangli-miraj & kupwad,21647,174967073,9857
26-Sep-12,02-Nov-12,MUMBAI,VASAI,Residential,Barr ,1841,Rosalinda Pacocha,2233,0.52,B,Emmanuelle Pfeffer,belgaum,4457,13349606,5760
07-Oct-12,13-Nov-12,MUMBAI,JUHU,Residential,Forth Holdings,1915,Johnny Pagac,9881,0.4,D,Shania Aufderhar,mangalore,31212,123999034,9932
08-Oct-12,14-Nov-12,MUMBAI,AIROLI,Residential,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Valentin Yundt,ambattur,20255,36348003,6409
09-Oct-12,15-Nov-12,DELHI,Mayur Vihar,Commercial,Longcross,1961,Malachi Larson,8600,0.28,D,Trace Russel,tirunelveli,9700,20299384,7474
13-Oct-12,19-Nov-12,DELHI,Chanakyapuri,Commercial,Higgins ,1840,Joshua Dickens,2322,0.07,C,Murray Stamm,melagaon,53000,22011430,5933
18-Oct-12,24-Nov-12,DELHI,Vasant Kunj,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Eleanora Funk,gaya,15700,113456992,8212
19-Oct-12,25-Nov-12,DELHI,Saket,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Gwendolyn Bergstrom,jalgaon,17000,95418960,6682
22-Oct-12,28-Nov-12,DELHI,Pithampura,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Bennie Schneider,udaipur,31590,113481389,5613
17-Nov-12,24-Dec-12,DELHI,Mayur Vihar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Arthur Ankunding,maheshtala,9000,42131160,6326
18-Nov-12,25-Dec-12,DELHI,Chanakyapuri,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Vicky Grady,tirupur,51000,28747680,7046
05-Mar-13,11-Apr-13,DELHI,Vasant Kunj,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Dr. Augusta Hammes,davanagere,14900,84972465,8265
07-Mar-13,13-Apr-13,DELHI,Saket,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Skye Pfannerstill,kozhikode,17500,25820550,7026
08-Mar-13,14-Apr-13,DELHI,Pithampura,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Queen Jaskolski,akola,33430,137761687,5887
09-Mar-13,15-Apr-13,HYDERABAD,KUKATPALLY,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Ms. Reina Guªann,kurnool,3102,11035427,5832
13-Mar-13,19-Apr-13,HYDERABAD,JUBLIEE HILLS,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Wilfrid Dickinson Sr.,rajpur sonarpur,11321,37030991,6542
18-Mar-13,24-Apr-13,HYDERABAD,BANJARA HILLS,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Tad Larkin,bokaro,95048,352574853,5152
02-Apr-13,09-May-13,HYDERABAD,KONDAPUR,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Fabiola Emard,south dumdum,46925,163239875,9402
07-Sep-13,14-Oct-13,HYDERABAD,MIYAPUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Enos Paucek DVM,bellary,3270,21988723,9087
11-Sep-13,18-Oct-13,HYDERABAD,KUKATPALLY,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Javonte Leuschke,patiala,2145,8831737,5564
15-Sep-13,22-Oct-13,HYDERABAD,JUBLIEE HILLS,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Brenda Donnelly II,gopalpur,5364,29770200,7500
26-Sep-13,02-Nov-13,HYDERABAD,BANJARA HILLS,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Wilhelm Waelchi,agartala,5637,25699872,6161
27-Sep-13,03-Nov-13,HYDERABAD,KONDAPUR,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Adan Corwin,bhagalpur,3667,2261512,7709
29-Sep-13,05-Nov-13,HYDERABAD,MIYAPUR,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Mr. Idella Windler,muzaffarnagar,2698,13794604,7410
02-Oct-13,08-Nov-13,BANGALORE,INDIRANAGAR,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Lea Fay II,bhatpara,12075,23445545,9246
08-Oct-13,14-Nov-13,BANGALORE,JAYANAGAR,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Destinee Kulas,panihati,158978,943136985,8475
11-Oct-13,17-Nov-13,BANGALORE,FRAZER TOWN,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Crawford Wintheiser,latur,11234,44611337,6510
18-Oct-13,24-Nov-13,BANGALORE,HEBBAL,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Claudie Wehner,dhule,6987,26246666,7513
17-Nov-13,24-Dec-13,BANGALORE,KORAMANGALA,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Leonie Ondricka Sr.,rohtak,11652,50210798,5985
18-Nov-13,25-Dec-13,BANGALORE,INDIRANAGAR,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Bobbie Lockman,korba,8594,24576520,7729
12-Jun-11,19-Jul-11,BANGALORE,JAYANAGAR,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Hester Halvorson,bhilwara,7360,35492275,6792
13-Jun-11,20-Jul-11,BANGALORE,FRAZER TOWN,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Holden Goldner,brahmapur,6666,30233376,6129
14-Jun-11,21-Jul-11,BANGALORE,HEBBAL,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Macie Ledner,muzaffarpur,3910,27192173,9398
15-Jun-11,22-Jul-11,BANGALORE,KORAMANGALA,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Dewitt Leuschke,ahmednagar,5923,31719916,7237
16-Jun-11,23-Jul-11,MUMBAI,CHEMBUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Laurine Bradtke IV,mathura,13538,99239497,9906
17-Jun-11,24-Jul-11,MUMBAI,VILE PARLE,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Adella Huel,kollam,20091,91790957,6174
18-Jun-11,25-Jul-11,MUMBAI,VASAI,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Adeline Morissette,avadi,3643,14430724,5353
19-Jun-11,26-Jul-11,MUMBAI,JUHU,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mr. Ola Ferry,rajamundry,24714,164503798,8995
20-Jun-11,27-Jul-11,MUMBAI,AIROLI,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Emmitt Spinka V,kadapa,20522,109128608,7186
21-Jun-11,28-Jul-11,MUMBAI,CHEMBUR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Joy Runolfsdottir,kamarhati,13908,78836107,7660
22-Jun-11,29-Jul-11,MUMBAI,VILE PARLE,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Dorcas Kuhn Sr.,bilaspur,18875,99713983,7139
23-Jun-11,30-Jul-11,MUMBAI,VASAI,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Kylie Waelchi,shahjahanpur,3711,2245897,7565
24-Jul-13,30-Aug-13,MUMBAI,JUHU,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Bridie Bradtke,bijapur,33500,174333330,7542
25-Jul-13,31-Aug-13,MUMBAI,AIROLI,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Kenya Schmeler PhD,rampur,21000,43165080,9788
26-Jul-13,01-Sep-13,HYDERABAD,MIYAPUR,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Clemens Terry,shivamogga,2145,12551039,8359
27-Jul-13,02-Sep-13,BANGALORE,INDIRANAGAR,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Damion Heaney,chandrapur,10839,58546208,6138
28-Jul-13,03-Sep-13,BANGALORE,JAYANAGAR,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Dr. Hermann Mitchell,junagadh,124577,595637519,5692
29-Jul-13,04-Sep-13,BANGALORE,FRAZER TOWN,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Braulio O'Conner,thrissur,10235,61829226,9439
30-Jul-13,05-Sep-13,BANGALORE,HEBBAL,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Michel Graham,alwar,6838,50125549,9906
31-Jul-13,06-Sep-13,BANGALORE,KORAMANGALA,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Triston Boehm II,bardhaman,12042,70007853,6921
01-Aug-13,07-Sep-13,BANGALORE,INDIRANAGAR,Residential,United House,1959,Estel Botsford,1728,0.64,B,Kelvin Hyatt,kulti,8460,33520550,6191
02-Aug-13,08-Sep-13,BANGALORE,JAYANAGAR,Residential,United House,1959,Estel Botsford,1728,0.64,B,Clovis Buckridge,kakinada,8214,26941920,5125
03-Aug-13,09-Sep-13,BANGALORE,FRAZER TOWN,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Rashad Hirthe,nizamabad,5531,29039409,7095
04-Aug-13,10-Sep-13,BANGALORE,HEBBAL,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Erik Heathcote,parbhani,3556,24646067,9366
05-Aug-13,11-Sep-13,BANGALORE,KORAMANGALA,Residential,United House,1959,Estel Botsford,1728,0.64,B,Julia Mitchell MD,tumkur,6899,32289528,7313
06-Aug-13,12-Sep-13,MUMBAI,CHEMBUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Nels Dicki,hisar,14618,62643100,5791
07-Aug-13,13-Sep-13,MUMBAI,VILE PARLE,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Sim Feeney,ozhukarai,24135,105998507,5935
08-Aug-13,14-Sep-13,MUMBAI,VASAI,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Theron Osinski,bihar sharif,4793,25618681,7223
09-Aug-13,15-Sep-13,MUMBAI,JUHU,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Mr. Cody Hirthe,panipat,34285,22403190,8168
10-Aug-13,16-Sep-13,MUMBAI,AIROLI,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Raymond Rippin,darbhanga,22100,123455904,8096
11-Aug-13,17-Sep-13,MUMBAI,CHEMBUR,Residential,Brett Group,1940,Naomie Daniel,1452,0.21,C,Ludwig Schuppe V,bally,15488,21642002,6654
12-Aug-13,18-Sep-13,MUMBAI,VILE PARLE,Residential,Mulalley,1817,Fletcher Sauer PhD,3414,0.65,B,Cristal McGlynn,aizwal,22408,94644670,6498
13-Aug-13,19-Sep-13,MUMBAI,VASAI,Residential,Mabey,1814,Dereck Simonis V,5578,0.94,A,Stephania Grimes,dewas,5137,41300555,8553
14-Aug-13,20-Sep-13,MUMBAI,JUHU,Residential,Lagan,1896,Bailey Witting,4545,0.32,D,Anissa Hand,ichalkaranji,33500,94421760,8808
15-Aug-13,21-Sep-13,MUMBAI,AIROLI,Residential,Headcrown,1802,Kyra Herman,7357,0.58,E,Elisabeth Hand,tirupati,21000,94114860,7727
16-Aug-13,22-Sep-13,DELHI,Mayur Vihar,Commercial,Thomas Armstrong ,1869,Carlos Moen DDS,7225,0.91,B,Earline Harris,karnal,12900,74343087,6333
17-Aug-13,23-Sep-13,DELHI,Chanakyapuri,Commercial,Tolent,1917,Miss Clair Greenholt,1334,0.83,C,Trisha Heathcote,bathinda,55000,377571150,8271
18-Aug-13,24-Sep-13,DELHI,Vasant Kunj,Commercial,GF Tomlinson,1854,Miss Larue Considine,4473,0.45,D,Delphine Lang,jalna,15100,47986290,7062
19-Aug-13,25-Sep-13,DELHI,Saket,Commercial,Simpson (York),1878,Nico Beier,6445,0.39,E,Gerhard Nolan,barasat,19800,46640880,6040
20-Aug-13,26-Sep-13,DELHI,Pithampura,Commercial,Pyeroy Group,1817,Tito Langworth,7430,0.28,C,Kameron Osinski,kirari suleman nagar,34000,47971280,5039
21-Aug-13,27-Sep-13,DELHI,Mayur Vihar,Residential,Shepherd,1828,Donny O'Conner,5651,0.5,B,Ocie Torp,purnia,12000,49512000,8252
22-Aug-13,28-Sep-13,DELHI,Chanakyapuri,Residential,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Karen Wyman,satna,57000,69790800,6122
23-Aug-13,29-Sep-13,DELHI,Vasant Kunj,Residential,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Melyna Lubowitz,mau,14500,94064400,9010
24-Aug-13,30-Sep-13,DELHI,Saket,Residential,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Kenny Crist,sonipat,18700,29176488,6501
25-Aug-13,01-Oct-13,DELHI,Pithampura,Residential,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Lora Dooley,farrukhabad,31000,106200730,9259
26-Aug-13,02-Oct-13,HYDERABAD,KUKATPALLY,Commercial,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Matteo Weimann,sagar,3168,26987558,9160
27-Aug-13,03-Oct-13,MUMBAI,CHEMBUR,Commercial,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Jamaal Blick,rourkela,14588,53877423,8589
28-Aug-13,04-Oct-13,MUMBAI,VILE PARLE,Commercial,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Marie Kautzer,durgapur,24200,7935664,8198
29-Aug-13,05-Oct-13,MUMBAI,VASAI,Commercial,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Vicenta Greenfelder PhD,imphal,4855,8531449,7029
30-Aug-13,06-Oct-13,MUMBAI,JUHU,Commercial,Mclaren,1862,Steve Guªann,5661,0.3,C,Mollie Hudson,ratlam,36000,57693600,5342
31-Aug-13,07-Oct-13,MUMBAI,AIROLI,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Alvera Hoppe,hapur,22500,171326925,9889
01-Sep-13,08-Oct-13,MUMBAI,CHEMBUR,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Monique Okuneva,anantapur,17524,163588993,9931
02-Sep-13,09-Oct-13,MUMBAI,VILE PARLE,Residential,DLF,1946,T.C.Goyal,7542,0.29,E,Lauretta Gaylord,arrah,22408,44377027,6829
03-Sep-13,10-Oct-13,MUMBAI,VASAI,Residential,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Miss Audie Abbott,karimnagar,4836,8478910,8349
04-Sep-13,11-Oct-13,MUMBAI,JUHU,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Ms. Destin Stracke,etawah,33680,90346600,9250
05-Sep-13,12-Oct-13,MUMBAI,AIROLI,Residential,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Mathilde Bradtke,ambernath,25000,191960000,9598
06-Sep-13,13-Oct-13,DELHI,Mayur Vihar,Commercial,Arun Excello,1987,Sriram P,1255,0.15,E,Dr. Jackie Ebert,north dumdum,12800,10206720,5316
07-Sep-13,14-Oct-13,DELHI,Chanakyapuri,Commercial,Manjeera,1985,Yoganand,450,0.32,B,Theron Haag,bharatpur,58000,123312640,6644
08-Sep-13,15-Oct-13,DELHI,Vasant Kunj,Commercial,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Darion Stracke Sr.,begusarai,17700,68451741,7583
09-Sep-13,16-Oct-13,DELHI,Saket,Commercial,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Ona Veum V,new delhi,17400,5815776,8356
10-Sep-13,17-Oct-13,DELHI,Pithampura,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Vladimir Tromp,gandhidham,33800,134268134,5159
11-Sep-13,18-Oct-13,DELHI,Mayur Vihar,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Clemens Reinger,baranagar,12900,116385348,9598
12-Sep-13,19-Oct-13,DELHI,Chanakyapuri,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Wilbert Hegmann,thiruvittiyur,53000,133304010,8673
13-Sep-13,20-Oct-13,DELHI,Vasant Kunj,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Bill Hintz,puducherry,16900,28910999,5899
14-Sep-13,21-Oct-13,DELHI,Saket,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Golden Grant,sikar,17000,37675060,7642
15-Sep-13,22-Oct-13,DELHI,Pithampura,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Mr. Matilda Stamm,thoothukudi,31000,56394270,6273
16-Sep-13,23-Oct-13,HYDERABAD,KUKATPALLY,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Adriel Stamm,rewa,3168,5842140,6359
17-Sep-13,24-Oct-13,HYDERABAD,JUBLIEE HILLS,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Odell Schulist,mirzapur,11614,55338387,5956
18-Sep-13,25-Oct-13,HYDERABAD,BANJARA HILLS,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Nayeli Conroy,raichur,77845,205207205,9090
19-Sep-13,26-Oct-13,HYDERABAD,KONDAPUR,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Wendy Kemmer,pali,44818,318853179,8893
20-Sep-13,27-Oct-13,HYDERABAD,MIYAPUR,Commercial,Arun Excello,1987,Sriram P,1255,0.15,E,Alysha Goldner,ramagundam,3270,3825900,7800
21-Sep-13,28-Oct-13,HYDERABAD,KUKATPALLY,Residential,Manjeera,1985,Yoganand,450,0.32,B,Kristofer Oberbrunner,vizianagaram,2145,4990814,7271
22-Sep-13,29-Oct-13,HYDERABAD,JUBLIEE HILLS,Residential,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Lisa Langworth,katihar,5364,23326802,8527
23-Sep-13,30-Oct-13,HYDERABAD,BANJARA HILLS,Residential,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Sibyl Kautzer DVM,haridwar,5637,2153785,9552
24-Sep-13,31-Oct-13,HYDERABAD,KONDAPUR,Residential,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Ronny Hand,sri ganganagar,3667,25759612,9123
25-Sep-13,01-Nov-13,HYDERABAD,MIYAPUR,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Dino King DDS,karawat nagar,2698,18615121,7340
26-Sep-13,02-Nov-13,BANGALORE,INDIRANAGAR,Commercial,DLF,1946,T.C.Goyal,7542,0.29,E,Dino Bauch,nagercoil,12075,34093038,9736
27-Sep-13,03-Nov-13,BANGALORE,JAYANAGAR,Commercial,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Robbie Bechtelar,mango,158978,303406333,9088
28-Sep-13,04-Nov-13,BANGALORE,FRAZER TOWN,Commercial,Unitech,1972,Ramesh Chandra,1472,0.59,A,Selina Hickle,bulandshahr,11234,37163532,5607
29-Sep-13,05-Nov-13,BANGALORE,HEBBAL,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Ms. Evan Baumbach,thanjavur,6987,28905219,5516
30-Sep-13,06-Nov-13,BANGALORE,KORAMANGALA,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Norris Christiansen Sr.,mumbai,11652,51691185,5915
01-Oct-13,07-Nov-13,BANGALORE,INDIRANAGAR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Zander Lueilwitz,delhi,8594,63320592,9824
02-Oct-13,08-Nov-13,BANGALORE,JAYANAGAR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Aliya Keebler,bangalore,8457,34834383,5492
03-Oct-13,09-Nov-13,BANGALORE,FRAZER TOWN,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Lavada Cole,hyderabad,5637,28693739,6787
04-Oct-13,10-Nov-13,BANGALORE,HEBBAL,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Miss Brigitte Nikolaus,ahmedabad,3667,14603828,5310
05-Oct-13,11-Nov-13,BANGALORE,KORAMANGALA,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Candace Friesen,chennai,7267,43978067,8069
06-Oct-13,12-Nov-13,MUMBAI,CHEMBUR,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Violette Metz,kolkata,14588,95821278,8758
07-Oct-13,13-Nov-13,MUMBAI,VILE PARLE,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Aliyah Goldner,surat,24200,146071200,8048
08-Oct-13,14-Nov-13,MUMBAI,VASAI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Torrance Goodwin,pune,4855,34482638,9470
09-Oct-13,15-Nov-13,MUMBAI,JUHU,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Arnaldo Dickinson,jaipur,36000,259983000,9629
10-Oct-13,16-Nov-13,MUMBAI,AIROLI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Miss Ettie Kessler,lucknow,22500,112978125,6695
11-Oct-13,17-Nov-13,MUMBAI,CHEMBUR,Residential,TATA,1868,Ratan Tata,565502,0.79,E,Christine Homenick,kanpur,17524,125883128,9093
12-Oct-13,18-Nov-13,MUMBAI,VILE PARLE,Residential,VGN,1942,Pratish Devadoss,3683,0.26,D,Ms. Nathaniel Murphy,nagpur,22408,51362721,8816
13-Oct-13,19-Nov-13,MUMBAI,VASAI,Residential,Carillion ,1927,Arlo Moore,8282,0.16,C,Nestor Kunze,indore,4836,4445251,5745
14-Oct-13,20-Nov-13,MUMBAI,JUHU,Residential,Kier Group (Inc. May Gurney),1862,Salvatore Hackett,7200,0.61,B,Carmen Blick,thane,33680,202181377,9841
15-Oct-13,21-Nov-13,MUMBAI,AIROLI,Residential,Interserve,1856,Ms. Jeanie Hettinger,9644,0.85,E,Joan Pfannerstill,bhopal,25000,119000000,5600
16-Oct-13,22-Nov-13,HYDERABAD,MIYAPUR,Residential,Mitie,1954,Johnnie Senger,7511,0.2,D,Hoyt Beier,vishakapatnam,2698,3393005,6288
